,stab_1,stab_1,stab_1,stab_1,stab_1,stab_1,stab_1,stab_1,Data,Data,Data,Data,Data,Data,Data,Data,Data,num
229,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2
230,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,2
231,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
232,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
233,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2
234,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14
235,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16
236,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,11
237,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,4
238,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
239,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
240,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,3
241,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,6
242,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,4
243,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8
245,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5
246,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2
247,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,7
248,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1
249,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,14
250,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1
251,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
252,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3
253,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,9
254,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
255,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,5
256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4
257,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3
258,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
259,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,23
260,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1
261,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,2
262,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7
263,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1
264,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,7
265,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4
266,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,7
267,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,4
268,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18
269,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12
270,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,4
271,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1
272,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2
273,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
274,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10
275,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,10
276,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1
277,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7
278,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,14
279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7
280,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2
281,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10
282,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1
283,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3
284,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,7
285,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,13
286,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1
287,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
288,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
289,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,3
290,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
291,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
292,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1
293,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
294,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3
295,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,7
296,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2
297,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1
298,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
299,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,10
300,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13
301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8
302,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
303,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2
304,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,10
305,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5
306,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,17
307,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6
308,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,5
309,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
310,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,15
311,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
312,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
313,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8
314,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6
315,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1
316,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5
317,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1
318,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
319,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
320,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,3
321,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,11
322,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,7
323,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
324,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
325,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,7
326,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1
327,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
328,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8
329,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,21
330,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
331,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17
332,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,10
333,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1
334,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4
335,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,4
336,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
337,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6
338,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5
339,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31
340,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,8
341,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
342,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5
343,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,5
344,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,13
345,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,17
346,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,25
347,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,2
348,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3
349,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
350,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2
351,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,19
352,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
353,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
354,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,9
355,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1
356,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2
357,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,7
